지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
112,인천,6/3/2018,21.9,16.3,28.1,,1.4,55.5
112,인천,6/4/2018,20.4,17.7,24.4,,2.1,70
112,인천,6/5/2018,22.2,18.2,26.9,,1.8,57.3
112,인천,6/6/2018,19.7,17.3,23.6,,1.7,82.8
112,인천,6/7/2018,19.3,17.1,22.8,,2,84.8
112,인천,6/8/2018,20.4,17.7,24.4,,2.2,79.1
112,인천,6/9/2018,21.9,17.1,28.1,16.7,2.1,78.6
112,인천,6/10/2018,20.3,17.5,23.5,3.2,3,71.8
112,인천,6/11/2018,19.2,17.6,22.2,5.2,3.2,77.9
112,인천,6/12/2018,19.9,16.6,23.7,1.2,2.7,76
112,인천,6/13/2018,20.7,17.8,24.9,,2.3,75.6
112,인천,6/14/2018,20.5,17.9,22.5,23.1,2.5,82.5
112,인천,6/15/2018,21.3,17.4,25.5,1.3,3,65
112,인천,6/16/2018,21.4,17,26.1,,2.5,60.3
112,인천,6/17/2018,20.4,17.6,24.1,,1.9,79.8
112,인천,6/18/2018,22.3,18.8,27,,1.9,73.8
112,인천,6/19/2018,20.2,17.9,24.1,,2.1,83.8
112,인천,6/20/2018,20.5,18.3,24.4,,2.8,85.5
112,인천,6/21/2018,20.9,18.9,24.5,,2.5,81.1
112,인천,6/22/2018,23.1,17.9,28.3,,2,61.4
112,인천,6/23/2018,22.2,19.9,25.4,,2.3,70.4
112,인천,6/24/2018,22,18.5,27,,2.3,83.5
112,인천,6/25/2018,24.7,20.3,29,,1.8,68.6
112,인천,6/26/2018,21.3,19.4,24,90.3,4.7,92.8
112,인천,6/27/2018,20.5,18.5,23,0.2,2.6,92.4
112,인천,6/28/2018,22.3,20,25.1,2.4,2.2,93.4
112,인천,6/29/2018,22.3,20,26,0.4,1.9,90.5
112,인천,6/30/2018,24,19.5,28.5,,1.4,83.5
112,인천,7/1/2018,21.9,21.1,23.8,61.8,3.6,95.6
112,인천,7/2/2018,22.7,20.3,25.4,50.3,3.1,95.6
112,인천,7/3/2018,26.7,22.9,30.9,0,2.6,79.4
112,인천,7/4/2018,24.9,21.9,28.7,,2.7,83.1
112,인천,7/5/2018,25.3,21.9,28.6,0,2.6,80.1
112,인천,7/6/2018,24.4,22.4,27.4,,5,59
112,인천,7/7/2018,23.9,19.4,28.7,,3.4,57.5
112,인천,7/8/2018,23.4,18.9,27.3,,2.7,56.5
112,인천,7/9/2018,21.3,20.3,23.6,22.9,3.1,87.8
112,인천,7/10/2018,24.1,20.5,26.7,8.8,3.1,89.1
112,인천,7/11/2018,26.1,24.6,28.4,5,2.8,86.4
112,인천,7/12/2018,25.6,24.1,27.4,0,2,91
112,인천,7/13/2018,25.9,23.8,29,,2.1,87.3
112,인천,7/14/2018,26.2,23.5,29.2,0,2.3,84.4
112,인천,7/15/2018,26.5,24.1,30.8,0,2,82.1
112,인천,7/16/2018,26.2,22.3,30.9,,2.2,78.9
112,인천,7/17/2018,26.1,23.3,29.4,,1.9,81.4
112,인천,7/18/2018,26.1,22.4,30.2,,2.2,81
112,인천,7/19/2018,26.2,23.2,30.8,,2.4,81.1
112,인천,7/20/2018,27,23.9,31.5,,1.9,75.5
112,인천,7/21/2018,28.1,24,32.7,,2,70.5
112,인천,7/22/2018,30.2,25.4,35.2,,2.1,62.6
112,인천,7/23/2018,29.6,27.4,33.1,,2.2,65.1
112,인천,7/24/2018,29.4,26.2,33.8,,2,74.4
112,인천,7/25/2018,28.6,26.5,31.3,,3.1,79.3
112,인천,7/26/2018,28.4,26.5,31.4,,2.3,83.9
112,인천,7/27/2018,28.6,25.9,32.2,,2,81.8
112,인천,7/28/2018,28.9,26.6,32.8,0,1.2,81.4
112,인천,7/29/2018,30.7,27.3,34.8,,3,60.9
112,인천,7/30/2018,31.1,25.8,35.6,,2.3,57.3
112,인천,7/31/2018,31.2,28,35.2,,3.3,59.3
112,인천,8/1/2018,31.4,27.6,35.9,,2.8,67.5
112,인천,8/2/2018,31.8,29.1,35.2,,2.6,64.3
112,인천,8/3/2018,31.2,28.9,34.8,,2.8,66
112,인천,8/4/2018,29.5,27.4,33,,2.5,77.1
112,인천,8/5/2018,29.1,27,31.8,,3,82.3
112,인천,8/6/2018,29.4,27,32.7,0,2.4,82.4
112,인천,8/7/2018,30.1,27.8,33.4,,2.5,72.1
112,인천,8/8/2018,29.7,27,33.3,,2.4,79.9
112,인천,8/9/2018,28.6,26.9,31.4,,2.2,86.3
112,인천,8/10/2018,30,26,34.5,,3.2,71.1
112,인천,8/11/2018,30.4,27.3,34.2,,2.6,65.6
112,인천,8/12/2018,30.2,27.3,33.9,,2.8,62.5
112,인천,8/13/2018,30.6,27.4,34.2,1.1,2.4,69.5
112,인천,8/14/2018,31,28.5,34.8,,2.4,64.9
112,인천,8/15/2018,30.9,28,35.4,2.9,2.8,66.1
112,인천,8/16/2018,30.3,25.6,35,,4.5,53
112,인천,8/17/2018,27.4,22.5,32.5,,4.3,42
112,인천,8/18/2018,26.6,22.4,30.2,,3.3,49.9
112,인천,8/19/2018,27.1,24.2,31.2,,2.2,61.9
112,인천,8/20/2018,28.2,24.6,31.9,0,3.8,64.4
112,인천,8/21/2018,25.1,22.5,28.5,27.2,3.6,83
112,인천,8/22/2018,29.2,23.4,34.3,0,2.8,67.9
112,인천,8/23/2018,28.2,24.1,30.6,3.5,4,71.1
112,인천,8/24/2018,23.9,23.2,25.4,3.8,4.6,87.3
112,인천,8/25/2018,24.7,22.8,27.3,,3.2,76.3
112,인천,8/26/2018,22.9,21.2,28.4,0,2.2,77.6
112,인천,8/27/2018,23.1,20.5,25.8,9.9,2.3,93.3
112,인천,8/28/2018,24.1,22.5,25.6,127.3,2.1,95.1
112,인천,8/29/2018,25.6,23,27.4,35.2,5,92.5
112,인천,8/30/2018,25.1,23.9,26.8,4,2.8,84.4
112,인천,8/31/2018,24.6,22.5,27.8,0,2.3,74.4
112,인천,9/1/2018,25.9,21.8,29.9,,2.9,62.6
112,인천,9/2/2018,25.3,20.9,29.3,,2.9,59.4
112,인천,9/3/2018,23.6,21.5,26.1,19.7,2.6,85.5
112,인천,9/4/2018,23.3,19.9,27.2,,3.8,71.9
112,인천,9/5/2018,24.5,22.6,27,,4.5,68.4
112,인천,9/6/2018,24.4,21.9,26.6,0.2,3.4,78
112,인천,9/7/2018,21.9,19.1,24.7,1.7,4.4,56.5
112,인천,9/8/2018,21.5,17.4,25.8,,2.9,55
112,인천,9/9/2018,21.4,16.6,25.7,,3,57.9
112,인천,9/10/2018,23.1,19.2,26.7,,3.1,54.3
112,인천,9/11/2018,21.9,17.8,25.7,,2.8,50.1
112,인천,9/12/2018,22.7,18.4,27.3,,2.9,57.3
112,인천,9/13/2018,23.8,21.4,27.4,,2.2,65
112,인천,9/14/2018,24,21.8,26.4,0,3,67.1
112,인천,9/15/2018,23.1,21.6,25,0.2,2.5,82.9
112,인천,9/16/2018,21.9,20.9,23.4,1.5,2.4,85.3
112,인천,9/17/2018,21.6,18.2,25.1,0,2.7,70
112,인천,9/18/2018,21.6,18.5,24.7,,1.9,62.8
112,인천,9/19/2018,21.3,18.9,24.1,0.2,2,69.5
112,인천,9/20/2018,19.1,18,20,1.9,4.2,85.6
112,인천,9/21/2018,19.7,17.7,21.8,13.6,2.7,89
112,인천,9/22/2018,21,17.7,24.6,7.1,2.7,62.5
112,인천,9/23/2018,20.3,17.9,24.3,0,3.1,56
112,인천,9/24/2018,18.2,14.8,21.2,,3.5,50
112,인천,9/25/2018,18.1,12.5,23.1,,2.7,49.6
112,인천,9/26/2018,19.7,16.4,24.6,,3.2,49.5
112,인천,9/27/2018,19.2,13.9,24.7,,2.5,52.8
112,인천,9/28/2018,18.5,15.5,21.4,,2.8,58.4
112,인천,9/29/2018,20.6,15.9,26.1,,2.6,61.6
112,인천,9/30/2018,18.2,15.9,21.2,,4.5,57
112,인천,10/1/2018,15.7,13.8,18.5,0,4.5,59.1
112,인천,10/2/2018,16.5,11.9,20.4,,2.2,63.5
112,인천,10/3/2018,17.6,13.3,22.1,,1.9,65.6
112,인천,10/4/2018,20.1,14.6,24.7,,2.8,56.4
112,인천,10/5/2018,17.2,16,20.2,17.3,3.8,87.4
112,인천,10/6/2018,18.6,16.2,22.4,50.4,4.9,84.6
112,인천,10/7/2018,16.8,13.1,20.4,,3.5,53.8
112,인천,10/8/2018,16.2,12.5,19.8,,1.9,44
112,인천,10/9/2018,16.2,13.2,19,0.3,2.4,55.5
112,인천,10/10/2018,12.8,10.3,16.2,18.8,5.3,57.6
112,인천,10/11/2018,11.1,9.1,13.8,,4.5,48.8
112,인천,10/12/2018,11.9,8.2,15.7,,2.7,51.9
112,인천,10/13/2018,13.3,8.4,17.8,,1.9,58.5
112,인천,10/14/2018,14.2,9.6,18.5,,1.9,62
112,인천,10/15/2018,15.9,12.4,20.3,,2.1,71
112,인천,10/16/2018,14.8,11.7,18.7,,2.5,54.4
112,인천,10/17/2018,13,9.6,16.9,,2.5,49.1
112,인천,10/18/2018,12.2,8,17.1,0.6,2.7,68
112,인천,10/19/2018,13.3,8.7,18.2,,2.5,62.3
112,인천,10/20/2018,13.3,8.9,18.7,,1.9,59.5
112,인천,10/21/2018,13.9,9.4,18.5,,1.6,58.9
112,인천,10/22/2018,14.6,10.7,19,,1.4,55.3
112,인천,10/23/2018,13.8,11.6,16.6,6.8,2.8,75.5
112,인천,10/24/2018,14.1,10.1,18.2,,1.9,62
112,인천,10/25/2018,14.9,10,19.4,,1.4,63.5
112,인천,10/26/2018,13.2,10.4,14.8,15.6,4.3,73
112,인천,10/27/2018,9.9,8.5,11.4,,5.4,51.8
112,인천,10/28/2018,9.8,6.9,15.6,6.4,3.1,76.6
112,인천,10/29/2018,8.3,5.3,12.3,0,3.7,57.9
112,인천,10/30/2018,7.3,3.4,10.7,0,2.8,49.4
112,인천,10/31/2018,8.1,5.3,11.7,0,3,54
112,인천,11/1/2018,9.9,5,14.5,,2,56.9
112,인천,11/2/2018,11.6,6.9,16.8,,1.8,65.5
112,인천,11/3/2018,12,7.8,16.7,,1.8,72.4
112,인천,11/4/2018,11.7,7.7,16.8,,1.9,71.4
112,인천,11/5/2018,12.1,8.6,15.8,,2.1,76.9
112,인천,11/6/2018,12.1,9.9,15.6,,1.6,85.1
112,인천,11/7/2018,12.6,11.1,14.2,2.5,1.8,91.9
112,인천,11/8/2018,12.8,11.7,15.6,49.6,4.4,96.6
112,인천,11/9/2018,12.5,11,14.8,0,5.9,68.6
112,인천,11/10/2018,12,9.8,15.9,0.5,2.3,72.4
112,인천,11/11/2018,8.3,6.6,10,0,2.1,69
112,인천,11/12/2018,8.2,5,12.1,,3,58.6
112,인천,11/13/2018,9,5.3,13.1,,2.9,56
112,인천,11/14/2018,9.6,5.7,14,,2.4,64.3
112,인천,11/15/2018,10.4,6.5,14.6,,1.8,63.1
112,인천,11/16/2018,8.6,4.7,13.4,,2.7,69
112,인천,11/17/2018,5.3,2,8.1,,3.1,47.4
112,인천,11/18/2018,7,3.3,10.4,,1.6,54.3
112,인천,11/19/2018,7.9,4.9,11.1,,2.4,56.3
112,인천,11/20/2018,8.1,2.7,11.6,1.3,3.1,46
112,인천,11/21/2018,6.3,3.5,8.8,3.1,3.1,57
112,인천,11/22/2018,3,0.4,6.8,,3.9,39.1
112,인천,11/23/2018,2.8,-1.2,6.8,,2.4,32.6
112,인천,11/24/2018,4.6,0.6,6.8,9.6,3.5,75.3
112,인천,11/25/2018,6.8,3.1,10.1,,1.8,77.1
112,인천,11/26/2018,8.4,3.8,13.1,,1.6,71.6
112,인천,11/27/2018,8.4,5.7,12.5,,3.3,63.6
112,인천,11/28/2018,5.2,3.2,8.5,,3.6,30
112,인천,11/29/2018,3.9,2.2,5.5,0,2.2,48.4
112,인천,11/30/2018,3.5,0.2,7.8,,2.1,53.3
112,인천,12/1/2018,6.3,3.1,10.1,,2.2,44.1
112,인천,12/2/2018,9.2,4.5,12.7,,2.5,53.9
112,인천,12/3/2018,11.8,10.3,13.6,6.6,3.5,91.6
112,인천,12/4/2018,6.5,0.4,10.3,5.8,5.3,72.1
112,인천,12/5/2018,-0.3,-3.5,2.3,,4.2,43.8
112,인천,12/6/2018,2.1,-1,5.2,0,4.2,52.3
112,인천,12/7/2018,-6.8,-8.7,-1,,6.4,47.9
112,인천,12/8/2018,-8,-10.9,-5,,5.3,41.4
112,인천,12/9/2018,-6.4,-10.4,-3.1,,3.9,31.8
112,인천,12/10/2018,-1.7,-6.1,2.5,,2.5,41.5
112,인천,12/11/2018,0.9,-1.4,4.5,,3.1,46.5
112,인천,12/12/2018,-1.4,-3.2,0.9,,3.6,41.8
112,인천,12/13/2018,-1.6,-4.6,2.2,3.6,4.4,62.6
112,인천,12/14/2018,-3.8,-5.9,-1.1,,3.3,48
112,인천,12/15/2018,-2,-6.5,1.7,,1.7,54.6
112,인천,12/16/2018,1.2,-1.6,3.4,0.6,2.7,68.4
112,인천,12/17/2018,2.7,-0.1,6.4,,3.3,58.8
112,인천,12/18/2018,4.2,-0.4,8.1,,2.4,62
112,인천,12/19/2018,4.7,2.6,8.7,,2.1,62.6
112,인천,12/20/2018,3.7,0.1,8,,2.2,53.6
112,인천,12/21/2018,5.2,1.1,8.9,,1.9,53.6
112,인천,12/22/2018,5.6,3.3,9.6,,2.7,61.5
112,인천,12/23/2018,2.5,-2.5,6.4,,4.9,45.4
112,인천,12/24/2018,-1.5,-4.3,2.5,,2.3,42
112,인천,12/25/2018,1.1,-2.5,4.7,0,3,61.6
112,인천,12/26/2018,-1.9,-7,3.1,0,5.3,42.6
112,인천,12/27/2018,-9.5,-11.7,-7,,6.1,37.4
112,인천,12/28/2018,-9.6,-13.2,-6.6,,4.3,41
112,인천,12/29/2018,-6.8,-9.2,-3.8,,5.3,37.5
112,인천,12/30/2018,-6.6,-9.3,-3,,2.9,42
112,인천,12/31/2018,-4.9,-9.1,-1,,2.7,52.1
112,인천,1/1/2019,-4.4,-7.2,-0.9,,3.3,57.6
112,인천,1/2/2019,-3.9,-6.4,0,,2.2,48.8
112,인천,1/3/2019,-2.6,-6.4,2.4,,2.1,45.6
112,인천,1/4/2019,-0.3,-4.3,3.5,0,1.9,67.6
112,인천,1/5/2019,-2.8,-5.2,0.5,,3.8,43.4
112,인천,1/6/2019,-2.7,-5.8,1.9,,2.1,46.4
112,인천,1/7/2019,-1.3,-4.9,2.5,,2.1,59.4
112,인천,1/8/2019,-2.9,-5.8,0.3,,4.9,40.8
112,인천,1/9/2019,-4.6,-8.3,-0.8,,2.4,37
112,인천,1/10/2019,-0.9,-4.2,2.1,,1.9,59.3
112,인천,1/11/2019,2.2,0.3,5.8,,1.6,71.8
112,인천,1/12/2019,2.2,0.8,6.3,,2.1,61.6
112,인천,1/13/2019,1.3,-2.7,6.5,,2,66.9
112,인천,1/14/2019,1.7,-1.2,4.4,,1.2,80.6
112,인천,1/15/2019,-1.9,-6.3,2.4,,4.9,67.1
112,인천,1/16/2019,-4.9,-9,-2,0.6,3.2,51.4
112,인천,1/17/2019,0.6,-2.2,3.1,0.1,3.3,47.9
112,인천,1/18/2019,1.3,-3.3,6.1,,1.8,52.3
112,인천,1/19/2019,3.8,0.8,8.5,,2.3,72
112,인천,1/20/2019,-1.4,-4.6,3.1,,5.6,46
112,인천,1/21/2019,0.5,-4.5,4.8,,3.7,63.3
112,인천,1/22/2019,3.4,0.1,7.1,,3,70.5
112,인천,1/23/2019,2.7,-0.4,6.5,,3.7,57.5
112,인천,1/24/2019,0.2,-3.1,4.3,,2.4,42.3
112,인천,1/25/2019,-1.1,-3.1,1.3,,4.7,37.5
112,인천,1/26/2019,-2.5,-5.6,1.6,,4.7,39.4
112,인천,1/27/2019,0.8,-4.4,4.1,,2.5,60.4
112,인천,1/28/2019,1.2,-2.1,4.2,0,5.4,45.6
112,인천,1/29/2019,0,-3.8,4,,2.1,45
112,인천,1/30/2019,1.7,-1.2,6.1,,1.7,69.8
112,인천,1/31/2019,-2.4,-5,1.6,,5,33.4
112,인천,2/1/2019,-0.9,-5.2,2.7,,2.5,51.5
112,인천,2/2/2019,2.9,-1.8,7.2,0,3,61.4
112,인천,2/3/2019,3.1,0.6,4.7,19.5,3.5,94
112,인천,2/4/2019,-0.7,-2.2,1.8,,3,43
112,인천,2/5/2019,3.6,-2.1,8.8,,2.9,38.9
112,인천,2/6/2019,5.3,1.9,9.9,,2.1,62.8
112,인천,2/7/2019,-2.9,-8.3,5,0,6,49.3
112,인천,2/8/2019,-6.8,-10.4,-3.6,,3.7,37.5
112,인천,2/9/2019,-5.2,-7.3,-2.8,,4.7,36.8
112,인천,2/10/2019,-5.1,-8.1,-2.9,,3,37.9
112,인천,2/11/2019,-2.6,-6.3,1,,3.3,40.3
112,인천,2/12/2019,-0.8,-3.3,2.2,0,2.6,46.9
112,인천,2/13/2019,-2.4,-4.8,1.1,,3.8,32.5
112,인천,2/14/2019,-1.8,-5.6,2.8,,2.8,36.6
112,인천,2/15/2019,-1,-2.8,1.2,2.6,2.7,81.1
112,인천,2/16/2019,-2.4,-4.5,0,0,4.1,61.5
112,인천,2/17/2019,-1.1,-4.9,2.8,,2.8,55.5
112,인천,2/18/2019,0.6,-3.3,4,,1.8,56.5
112,인천,2/19/2019,1.3,-0.1,3.7,4.5,2.8,87.3
112,인천,2/20/2019,2,0.4,4.7,,3.2,71.6
112,인천,2/21/2019,2.1,-1.2,6.4,,2.1,63
112,인천,2/22/2019,3.1,-0.7,8.4,,2.2,66.6
112,인천,2/23/2019,6.3,1,13.2,,1.7,54.9
112,인천,2/24/2019,5.2,1.8,11,,2.1,65.8
112,인천,2/25/2019,3.6,0.8,8.6,,2.6,67.6
112,인천,2/26/2019,4.7,0,9.8,,2.2,46
112,인천,2/27/2019,6,3.7,11.2,,2,48.5
112,인천,2/28/2019,5.5,2.2,10.7,,2.1,62.5
112,인천,3/1/2019,5.5,2,10.3,,2.2,64.9
112,인천,3/2/2019,6.7,1.9,11.6,,2,57.4
112,인천,3/3/2019,7.9,3,13.5,,2.5,49
112,인천,3/4/2019,7.8,5.4,13.3,,3,63.9
112,인천,3/5/2019,6.8,5,10.7,,2.3,83.1
112,인천,3/6/2019,7,4.9,10.8,0,2.4,70.5
112,인천,3/7/2019,6.4,2.8,11,,4,54.8
112,인천,3/8/2019,5,1.2,10.5,,2.3,57
112,인천,3/9/2019,6.3,1.1,12.1,,1.6,53.3
112,인천,3/10/2019,9,6.1,14.4,,3.4,37.8
112,인천,3/11/2019,5.1,3.6,6.7,0.1,2.3,81.3
112,인천,3/12/2019,4.3,1.6,7.4,,4.5,61.8
112,인천,3/13/2019,3.8,1.7,6.9,,5.7,44.6
112,인천,3/14/2019,5.3,0.1,8.8,,2.6,58.3
112,인천,3/15/2019,5.2,2.5,11,1.5,2.6,79.9
112,인천,3/16/2019,4.7,1.3,8,,2.9,74.9
112,인천,3/17/2019,6,3.3,11,,2.5,68.5
112,인천,3/18/2019,6.5,2.3,10.4,,2.2,53.6
112,인천,3/19/2019,8.2,4.4,12.5,,2.2,68.1
112,인천,3/20/2019,10.1,6.5,13.5,16.4,2.8,85
112,인천,3/21/2019,6.6,2.3,10.4,4.7,5.1,80
112,인천,3/22/2019,3.4,0,7.3,,5.5,44.1
112,인천,3/23/2019,3.8,1.3,7.4,2.6,4.7,54.8
112,인천,3/24/2019,4.8,1.7,7.9,,3.4,57.5
112,인천,3/25/2019,7.4,3.4,11.3,,4.3,66
112,인천,3/26/2019,9.4,7,13.9,,2.7,72.8
112,인천,3/27/2019,9.5,6,13.5,,4.4,80.8
112,인천,3/28/2019,7.8,4.6,12.4,,3.2,61.6
112,인천,3/29/2019,7.9,5.6,11.4,0,3.5,43
112,인천,3/30/2019,5,3.5,7.8,3.1,4.9,78.5
112,인천,3/31/2019,4.8,3,7.9,,5.9,51.6
112,인천,4/1/2019,6,3.4,9.9,,4.2,47.5
112,인천,4/2/2019,6.7,3.3,11.2,,3.7,51.9
112,인천,4/3/2019,7.3,3.9,11.8,,3,60.3
112,인천,4/4/2019,8,4.1,11.9,,4.2,66.6
112,인천,4/5/2019,10.5,6.9,14.8,,4.2,56.9
112,인천,4/6/2019,9.4,6.5,10.9,0,2.7,53.9
112,인천,4/7/2019,11.7,5.8,17.8,,3.1,50
112,인천,4/8/2019,10.7,7.8,15.4,,3.5,35.5
112,인천,4/9/2019,9.8,5.1,14.1,14.9,4.5,51.6
112,인천,4/10/2019,7.1,5.2,10,3.8,3.9,86.1
112,인천,4/11/2019,9,5.6,13.4,,2.5,73.9
112,인천,4/12/2019,9.9,6.2,14.8,,2.5,69.9
112,인천,4/13/2019,11.1,6.7,16.2,,2.2,42.5
112,인천,4/14/2019,9.6,7.5,12.5,2.4,3.7,57.3
112,인천,4/15/2019,11.1,7,14.8,,2.9,48.4
112,인천,4/16/2019,14,8.1,20,,2.2,32.4
112,인천,4/17/2019,14.2,10.2,19,,2.3,55.9
112,인천,4/18/2019,11.5,9.7,14.8,0,3.1,88.5
112,인천,4/19/2019,13.6,9.9,18.8,,2.7,66.1
112,인천,4/20/2019,13.4,11.4,17.7,1.1,2.4,78.3
112,인천,4/21/2019,12.5,10.7,15.9,0.7,2,92.6
112,인천,4/22/2019,16.1,10.1,25.3,,1.8,70.6
112,인천,4/23/2019,17.3,13.6,22.5,0,2,67
112,인천,4/24/2019,16.7,13,21.8,5.9,2.4,82.1
112,인천,4/25/2019,12.7,8.1,16.8,9.6,2.7,87.5
112,인천,4/26/2019,8.5,7.6,9.7,2.7,3.5,84.1
112,인천,4/27/2019,11,6.1,16.1,,2.5,59.5
112,인천,4/28/2019,12.6,10.5,16.3,0,2.3,61.6
112,인천,4/29/2019,13.5,9.9,16.8,,1.7,54.4
112,인천,4/30/2019,14.4,10.8,19.8,,2.3,61.5
112,인천,5/1/2019,14.2,10.7,18.5,,3,65
112,인천,5/2/2019,16,12.6,22,,3.4,39
112,인천,5/3/2019,15.4,10.8,21.5,,2.3,53.9
112,인천,5/4/2019,16.3,11.7,21.8,,2.2,61
112,인천,5/5/2019,16.7,12.7,22.7,,2.8,55.4
112,인천,5/6/2019,13.6,10.1,18.2,,5.7,32.5
112,인천,5/7/2019,13.4,9.8,18.2,,3,57.5
112,인천,5/8/2019,13.8,10.8,17.2,,3.5,67
112,인천,5/9/2019,14.1,11.7,17.9,,2.9,65.1
112,인천,5/10/2019,15.2,10.4,21,,2.1,64.9
112,인천,5/11/2019,16.6,12,22.8,,2.1,62.4
112,인천,5/12/2019,18.5,12.8,23.9,,1.7,46.9
112,인천,5/13/2019,16.9,14.7,21.3,0,2,52.4
112,인천,5/14/2019,18.1,13.3,23.8,,1.9,61.1
112,인천,5/15/2019,18.6,14.4,24.1,,1.8,68
112,인천,5/16/2019,21,15.2,26.7,,2.1,63
112,인천,5/17/2019,21.5,17.4,25.7,,1.6,58.5
112,인천,5/18/2019,21,16.6,25.4,0,3.8,60.9
112,인천,5/19/2019,19.2,17.7,21.1,14.4,3.3,96.9
112,인천,5/20/2019,15.1,12.8,19.5,8.3,5.1,68.5
112,인천,5/21/2019,15.8,12.5,21,,3.8,69.4
112,인천,5/22/2019,17.6,12.8,22.3,,3.5,64.1
112,인천,5/23/2019,19.5,15.2,25.4,,2.5,62.9
112,인천,5/24/2019,22.2,17.2,28.3,,2.3,59
112,인천,5/25/2019,21.7,17.7,25,,2.6,62.4
112,인천,5/26/2019,23.2,19.3,27.4,,2.3,48.6
112,인천,5/27/2019,17.4,15,22.4,10.5,4.8,86
112,인천,5/28/2019,17.2,13.9,20.6,,3.5,60.9
112,인천,5/29/2019,18.4,14.2,22.4,,3,63.4
112,인천,5/30/2019,18.4,15.6,22.4,0,3.9,59.8
112,인천,5/31/2019,17.7,15.5,21.2,,3.4,64
112,인천,6/1/2019,17,14.8,19.9,,2.2,73.5
112,인천,6/2/2019,19.5,14.8,24.4,,2.1,57.8
112,인천,6/3/2019,21.2,16.5,27.1,,2.3,60
112,인천,6/4/2019,20.6,17.9,24.7,,2.9,67.3
112,인천,6/5/2019,19.5,17.3,23.2,,2.2,85
112,인천,6/6/2019,19.5,17.3,21.8,5.9,2.5,92.5
112,인천,6/7/2019,19.9,16.9,24.1,26.8,4.5,80.1
112,인천,6/8/2019,21.1,17,24.8,,2.2,66
112,인천,6/9/2019,20.1,18.2,23.5,0,2.3,78.1
112,인천,6/10/2019,19.6,16.1,23,3.4,3.3,70
112,인천,6/11/2019,20.3,16.5,24.3,,2.7,58.6
112,인천,6/12/2019,20.2,17,23.7,,2.4,72.9
112,인천,6/13/2019,21.3,17.2,26.5,,2.2,67.3
112,인천,6/14/2019,21.7,18.9,26.7,,2.3,70.9
112,인천,6/15/2019,21.8,19.1,25.4,,3.9,66.3
112,인천,6/16/2019,21.1,17.5,25.1,,2.5,65.4
112,인천,6/17/2019,19.7,17.4,23.3,0.2,2.8,75.6
112,인천,6/18/2019,20.6,18.5,24.1,4.5,2.9,79.9
112,인천,6/19/2019,20.9,18.9,25,0.8,2.4,85.5
112,인천,6/20/2019,21.5,19.4,25.5,,2.5,84
112,인천,6/21/2019,21.4,19,24.8,,2.3,84.8
112,인천,6/22/2019,23.4,17.7,28.1,,3,55.6
112,인천,6/23/2019,24.4,20.6,28.6,,3.2,45.3
112,인천,6/24/2019,23,20.6,26.4,,2.5,67.8
112,인천,6/25/2019,23.7,19.5,28.7,,2.3,67.3
112,인천,6/26/2019,23.8,21.1,27.5,0,1.6,66.9
112,인천,6/27/2019,23.7,21.8,27.1,0.9,2.1,82
112,인천,6/28/2019,22.5,20.7,26.9,3.8,2,84.4
112,인천,6/29/2019,23,20.3,26.3,3.2,2,84.9
112,인천,6/30/2019,22.2,20.7,24.4,0.2,2.7,90.6
112,인천,7/1/2019,22.3,19.8,25.8,,2.6,81.6
112,인천,7/2/2019,22.7,19.6,26.3,,2.8,83.6
112,인천,7/3/2019,22.3,20.3,25.2,,2,87
112,인천,7/4/2019,22.8,19.7,27.2,,2.2,82.3
112,인천,7/5/2019,25.1,20.7,30.8,,2,62
112,인천,7/6/2019,28.6,22.9,34.6,,2.3,48.8
112,인천,7/7/2019,27,23.9,30.6,,4.1,46.4
112,인천,7/8/2019,25.6,21.8,30.2,,3.4,49
112,인천,7/9/2019,25.1,21,29,,3,51.3
112,인천,7/10/2019,22.8,19.6,26.4,3.7,4.2,67.5
112,인천,7/11/2019,21,19.5,23.2,0.1,4,84.4
112,인천,7/12/2019,22.7,20.2,25.7,,2.5,83
112,인천,7/13/2019,23.1,21.5,26.3,11.1,2.3,87.1
112,인천,7/14/2019,24.3,21.2,28.2,,1.9,80.9
112,인천,7/15/2019,24,22.1,26.5,0,1.9,85
112,인천,7/16/2019,24.3,22,28.1,37.5,2.1,85
112,인천,7/17/2019,25.1,22.3,28.4,,1.7,76.4
112,인천,7/18/2019,25.8,22.6,30.1,0,2.1,70.8
112,인천,7/19/2019,28.1,23,33.6,,2.5,66.4
112,인천,7/20/2019,27.8,24.9,31,3.8,5.1,73
112,인천,7/21/2019,24.6,23.4,27.5,6,3.2,94.8
112,인천,7/22/2019,24.9,23.2,28.1,,2.5,92.5
112,인천,7/23/2019,26.5,23.7,29.9,0,2.5,86.3
112,인천,7/24/2019,25.5,24.8,26.2,1,2.6,95.5
112,인천,7/25/2019,25.5,24.9,26.1,9.1,2.5,97.4
112,인천,7/26/2019,24.4,23.2,25.1,61.1,2.5,98.4
112,인천,7/27/2019,27.2,24.5,30.9,4.8,2.3,85.6
112,인천,7/28/2019,25.5,24.6,26.8,30,4.1,96
112,인천,7/29/2019,26.8,25.1,29,0.2,4.3,84
112,인천,7/30/2019,27.1,25.6,29.2,2.4,4.8,87.6
